tgDataLogger2 started logging at time 11022018_102834, with 51 sensors on 1 senseable objects.
time,0_rod(motor rod compound_H13mvh).X,0_rod(motor rod compound_H13mvh).Y,0_rod(motor rod compound_H13mvh).Z,0_rod(motor rod compound_H13mvh).Euler1,0_rod(motor rod compound_H13mvh).Euler2,0_rod(motor rod compound_H13mvh).Euler3,0_rod(motor rod compound_H13mvh).mass,1_rod(motor rod compound_H13mvh).X,1_rod(motor rod compound_H13mvh).Y,1_rod(motor rod compound_H13mvh).Z,1_rod(motor rod compound_H13mvh).Euler1,1_rod(motor rod compound_H13mvh).Euler2,1_rod(motor rod compound_H13mvh).Euler3,1_rod(motor rod compound_H13mvh).mass,2_rod(rod).X,2_rod(rod).Y,2_rod(rod).Z,2_rod(rod).Euler1,2_rod(rod).Euler2,2_rod(rod).Euler3,2_rod(rod).mass,3_rod(rod).X,3_rod(rod).Y,3_rod(rod).Z,3_rod(rod).Euler1,3_rod(rod).Euler2,3_rod(rod).Euler3,3_rod(rod).mass,4_rod(rod).X,4_rod(rod).Y,4_rod(rod).Z,4_rod(rod).Euler1,4_rod(rod).Euler2,4_rod(rod).Euler3,4_rod(rod).mass,5_rod(rod).X,5_rod(rod).Y,5_rod(rod).Z,5_rod(rod).Euler1,5_rod(rod).Euler2,5_rod(rod).Euler3,5_rod(rod).mass,6_rod(rod).X,6_rod(rod).Y,6_rod(rod).Z,6_rod(rod).Euler1,6_rod(rod).Euler2,6_rod(rod).Euler3,6_rod(rod).mass,7_rod(motor rod compound_H13mvh).X,7_rod(motor rod compound_H13mvh).Y,7_rod(motor rod compound_H13mvh).Z,7_rod(motor rod compound_H13mvh).Euler1,7_rod(motor rod compound_H13mvh).Euler2,7_rod(motor rod compound_H13mvh).Euler3,7_rod(motor rod compound_H13mvh).mass,8_SCA(connector).RestLen,8_SCA(connector).CurrLen,8_SCA(connector).Tension,9_SCA(connector).RestLen,9_SCA(connector).CurrLen,9_SCA(connector).Tension,10_SCA(connector).RestLen,10_SCA(connector).CurrLen,10_SCA(connector).Tension,11_SCA(connector).RestLen,11_SCA(connector).CurrLen,11_SCA(connector).Tension,12_SCA(connector).RestLen,12_SCA(connector).CurrLen,12_SCA(connector).Tension,13_SCA(connector).RestLen,13_SCA(connector).CurrLen,13_SCA(connector).Tension,14_SCA(passive muscle).RestLen,14_SCA(passive muscle).CurrLen,14_SCA(passive muscle).Tension,15_SCA(passive muscle).RestLen,15_SCA(passive muscle).CurrLen,15_SCA(passive muscle).Tension,16_SCA(passive muscle).RestLen,16_SCA(passive muscle).CurrLen,16_SCA(passive muscle).Tension,17_SCA(passive muscle).RestLen,17_SCA(passive muscle).CurrLen,17_SCA(passive muscle).Tension,18_SCA(passive muscle).RestLen,18_SCA(passive muscle).CurrLen,18_SCA(passive muscle).Tension,19_SCA(passive muscle).RestLen,19_SCA(passive muscle).CurrLen,19_SCA(passive muscle).Tension,20_SCA(passive muscle).RestLen,20_SCA(passive muscle).CurrLen,20_SCA(passive muscle).Tension,21_SCA(passive muscle).RestLen,21_SCA(passive muscle).CurrLen,21_SCA(passive muscle).Tension,22_SCA(passive muscle).RestLen,22_SCA(passive muscle).CurrLen,22_SCA(passive muscle).Tension,23_SCA(passive muscle).RestLen,23_SCA(passive muscle).CurrLen,23_SCA(passive muscle).Tension,24_SCA(passive muscle).RestLen,24_SCA(passive muscle).CurrLen,24_SCA(passive muscle).Tension,25_SCA(passive muscle).RestLen,25_SCA(passive muscle).CurrLen,25_SCA(passive muscle).Tension,26_SCA(passive muscle).RestLen,26_SCA(passive muscle).CurrLen,26_SCA(passive muscle).Tension,27_SCA(passive muscle).RestLen,27_SCA(passive muscle).CurrLen,27_SCA(passive muscle).Tension,28_SCA(passive muscle).RestLen,28_SCA(passive muscle).CurrLen,28_SCA(passive muscle).Tension,29_SCA(passive muscle).RestLen,29_SCA(passive muscle).CurrLen,29_SCA(passive muscle).Tension,30_SCA(passive muscle).RestLen,30_SCA(passive muscle).CurrLen,30_SCA(passive muscle).Tension,31_SCA(passive muscle).RestLen,31_SCA(passive muscle).CurrLen,31_SCA(passive muscle).Tension,32_SCA(passive muscle).RestLen,32_SCA(passive muscle).CurrLen,32_SCA(passive muscle).Tension,33_SCA(passive muscle).RestLen,33_SCA(passive muscle).CurrLen,33_SCA(passive muscle).Tension,34_SCA(passive muscle).RestLen,34_SCA(passive muscle).CurrLen,34_SCA(passive muscle).Tension,35_SCA(passive muscle).RestLen,35_SCA(passive muscle).CurrLen,35_SCA(passive muscle).Tension,36_SCA(passive muscle).RestLen,36_SCA(passive muscle).CurrLen,36_SCA(passive muscle).Tension,37_SCA(passive muscle).RestLen,37_SCA(passive muscle).CurrLen,37_SCA(passive muscle).Tension,38_SCA(passive muscle).RestLen,38_SCA(passive muscle).CurrLen,38_SCA(passive muscle).Tension,39_SCA(active muscle).RestLen,39_SCA(active muscle).CurrLen,39_SCA(active muscle).Tension,40_SCA(active muscle).RestLen,40_SCA(active muscle).CurrLen,40_SCA(active muscle).Tension,41_SCA(active muscle).RestLen,41_SCA(active muscle).CurrLen,41_SCA(active muscle).Tension,42_SCA(active muscle).RestLen,42_SCA(active muscle).CurrLen,42_SCA(active muscle).Tension,43_SCA(active muscle).RestLen,43_SCA(active muscle).CurrLen,43_SCA(active muscle).Tension,44_SCA(active muscle).RestLen,44_SCA(active muscle).CurrLen,44_SCA(active muscle).Tension,45_SCA(custom muscle).RestLen,45_SCA(custom muscle).CurrLen,45_SCA(custom muscle).Tension,46_SCA(custom muscle).RestLen,46_SCA(custom muscle).CurrLen,46_SCA(custom muscle).Tension,47_SCA(custom muscle).RestLen,47_SCA(custom muscle).CurrLen,47_SCA(custom muscle).Tension,48_SCA(connector).RestLen,48_SCA(connector).CurrLen,48_SCA(connector).Tension,49_SCA(connector).RestLen,49_SCA(connector).CurrLen,49_SCA(connector).Tension,50_SCA(connector).RestLen,50_SCA(connector).CurrLen,50_SCA(connector).Tension,
4.6763,7.33608,33.2376,-6.34575,-0.342372,0.225865,0.113382,20.8181,7.33608,33.2376,-6.34575,-0.342372,0.225865,0.113382,20.8181,4.3155,31.5819,-5.60152,-0.991239,-0.703508,-1.71516,1.00275,5.67308,33.7997,-4.28154,-0.516824,0.8428,1.86834,1.00275,6.59543,31.3557,-7.52012,-0.269407,0.721213,1.99513,1.00275,7.1226,31.308,-4.5782,2.11321,0.204078,0.172849,1.00275,5.0304,33.6834,-7.29814,2.07837,0.158524,0.147027,1.00275,7.33608,33.2376,-6.34575,-0.342372,0.225865,0.113382,20.8181,0.0898494,0.0899459,5.78774,0.0898494,0.0899093,3.5944,0.0898494,0.0899346,5.11239,0.0898494,0.0900211,10.2987,0.0898494,0.0902209,22.2872,0.0898494,0.0899707,7.28005,4.56728,4.85646,1665.69,4.56728,4.74344,1014.68,4.56728,4.71,822.058,4.56728,4.72229,892.851,4.56728,5.03629,2701.49,4.56728,4.84737,1613.34,4.56728,4.84921,1623.9,4.56728,4.71461,848.649,4.56728,4.71339,841.584,4.56728,4.95428,2229.11,4.56728,4.75421,1076.73,4.56728,4.9723,2332.9,4.56728,4.94625,2182.9,4.56728,4.68882,700.079,4.56728,4.89759,1902.61,4.56728,4.90859,1965.98,4.56728,4.71339,841.584,4.56728,4.85419,1652.58,4.56728,4.84194,1582.05,4.56728,4.90413,1940.28,4.56728,4.80772,1384.96,4.56728,4.84123,1577.96,4.56728,4.98314,2395.34,4.56728,4.55718,0,4.56728,4.8165,1435.49,3.44999,4.19999,4320,5.40524,4.07412,0,4.50482,3.59738,0,4.50482,4.60822,595.585,5.51981,4.5145,0,3.28218,3.63145,2011.8,34.3187,31.5587,0,34.3187,31.8733,0,34.3187,31.132,0,0.380337,0.401498,1269.67,0.380337,0.414517,2050.84,0.380337,0.39884,1110.17,
4.6864,7.34636,33.2271,-6.36193,-0.34912,0.224712,0.111953,20.8181,7.34636,33.2271,-6.36193,-0.34912,0.224712,0.111953,20.8181,4.32443,31.5889,-5.60472,-0.995456,-0.704761,-1.71532,1.00275,5.6894,33.8004,-4.29316,-0.528204,0.843841,1.86095,1.00275,6.59923,31.3521,-7.52594,-0.276299,0.721516,1.98976,1.00275,7.12933,31.3007,-4.5877,2.10962,0.20269,0.1754,1.00275,5.0437,33.6797,-7.30997,2.07514,0.159655,0.149903,1.00275,7.34636,33.2271,-6.36193,-0.34912,0.224712,0.111953,20.8181,0.0898494,0.0890216,0,0.0898494,0.0899327,4.99773,0.0898494,0.089912,3.75742,0.0898494,0.0899961,8.80361,0.0898494,0.0901819,19.9511,0.0898494,0.0899545,6.30323,4.56728,4.85485,1656.41,4.56728,4.74336,1014.25,4.56728,4.71012,822.776,4.56728,4.72355,900.103,4.56728,5.03758,2708.94,4.56728,4.84871,1621.06,4.56728,4.84996,1628.23,4.56728,4.71682,861.362,4.56728,4.71517,851.875,4.56728,4.95598,2238.89,4.56728,4.75817,1099.53,4.56728,4.97299,2336.87,4.56728,4.94662,2185.01,4.56728,4.68522,679.339,4.56728,4.89841,1907.31,4.56728,4.90904,1968.55,4.56728,4.71517,851.875,4.56728,4.85601,1663.07,4.56728,4.84121,1577.86,4.56728,4.90519,1946.36,4.56728,4.80774,1385.06,4.56728,4.84089,1576,4.56728,4.98455,2403.49,4.56728,4.54594,0,4.56728,4.81689,1437.78,3.44999,4.19999,4320,5.40524,4.06708,0,4.50482,3.59257,0,4.50482,4.6099,605.26,5.51981,4.52122,0,3.28218,3.63005,2003.72,34.3187,31.5563,0,34.3187,31.8764,0,34.3187,31.1137,0,0.380337,0.401723,1283.2,0.380337,0.414422,2045.12,0.380337,0.398952,1116.89,
4.6965,7.35615,33.2168,-6.3776,-0.355659,0.223488,0.1107,20.8181,7.35615,33.2168,-6.3776,-0.355659,0.223488,0.1107,20.8181,4.33203,31.5952,-5.60768,-1.00076,-0.706127,-1.71441,1.00275,5.7041,33.8007,-4.30348,-0.534247,0.843746,1.85755,1.00275,6.60293,31.3484,-7.5317,-0.283731,0.721985,1.98401,1.00275,7.13594,31.2923,-4.59609,2.10604,0.201296,0.177687,1.00275,5.05606,33.6761,-7.32183,2.07207,0.161043,0.152573,1.00275,7.35615,33.2168,-6.3776,-0.355659,0.223488,0.1107,20.8181,0.0898494,0.0900713,13.3125,0.0898494,0.0899754,7.56071,0.0898494,0.0899388,5.36545,0.0898494,0.0899698,7.22118,0.0898494,0.0901552,18.349,0.0898494,0.0899392,5.38784,4.56728,4.85295,1645.45,4.56728,4.74314,1012.97,4.56728,4.71081,826.755,4.56728,4.72476,907.115,4.56728,5.0387,2715.36,4.56728,4.85016,1629.38,4.56728,4.8511,1634.84,4.56728,4.71912,874.595,4.56728,4.71712,863.105,4.56728,4.95799,2250.51,4.56728,4.76228,1123.22,4.56728,4.97359,2340.33,4.56728,4.94698,2187.05,4.56728,4.68169,659.033,4.56728,4.89907,1911.12,4.56728,4.90944,1970.83,4.56728,4.71712,863.105,4.56728,4.85793,1674.14,4.56728,4.84033,1572.77,4.56728,4.90631,1952.84,4.56728,4.8076,1384.25,4.56728,4.84044,1573.39,4.56728,4.98582,2410.82,4.56728,4.53362,0,4.56728,4.81731,1440.19,3.44999,4.19999,4320,5.40524,4.06015,0,4.50482,3.58812,0,4.50482,4.61169,615.551,5.51981,4.52881,0,3.28218,3.62841,1994.26,34.3187,31.5534,0,34.3187,31.8792,0,34.3187,31.0962,0,0.380337,0.401981,1298.63,0.380337,0.41433,2039.58,0.380337,0.398991,1119.26,
4.7066,7.36557,33.2067,-6.39265,-0.361966,0.222229,0.109629,20.8181,7.36557,33.2067,-6.39265,-0.361966,0.222229,0.109629,20.8181,4.33852,31.6006,-5.61026,-1.00546,-0.70734,-1.71351,1.00275,5.71755,33.8008,-4.31242,-0.543676,0.844309,1.85158,1.00275,6.60645,31.3447,-7.53739,-0.290378,0.722209,1.97878,1.00275,7.14231,31.2831,-4.60356,2.10254,0.199836,0.179756,1.00275,5.06735,33.6726,-7.33355,2.06914,0.162053,0.155058,1.00275,7.36557,33.2067,-6.39265,-0.361966,0.222229,0.109629,20.8181,0.0898494,0.0900476,11.892,0.0898494,0.0900274,10.6811,0.0898494,0.0899643,6.89171,0.0898494,0.0899318,4.94578,0.0898494,0.0901548,18.326,0.0898494,0.0898821,1.95981,4.56728,4.85113,1635,4.56728,4.743,1012.16,4.56728,4.71157,831.132,4.56728,4.72599,914.167,4.56728,5.03979,2721.64,4.56728,4.85174,1638.5,4.56728,4.85255,1643.17,4.56728,4.72152,888.418,4.56728,4.71906,874.236,4.56728,4.96008,2262.53,4.56728,4.76616,1145.56,4.56728,4.97415,2343.6,4.56728,4.94722,2188.49,4.56728,4.67797,637.596,4.56728,4.89976,1915.1,4.56728,4.90968,1972.22,4.56728,4.71906,874.236,4.56728,4.85995,1685.76,4.56728,4.83929,1566.8,4.56728,4.90769,1960.75,4.56728,4.80755,1383.94,4.56728,4.83982,1569.86,4.56728,4.98706,2417.94,4.56728,4.52099,0,4.56728,4.81767,1442.25,3.44999,4.19999,4320,5.40524,4.05331,0,4.50482,3.5838,0,4.50482,4.61348,625.88,5.51981,4.53704,0,3.28218,3.62641,1982.77,34.3187,31.5502,0,34.3187,31.8815,0,34.3187,31.0794,0,0.380337,0.402224,1313.23,0.380337,0.414258,2035.29,0.380337,0.398973,1118.17,
4.7167,7.3747,33.1968,-6.40694,-0.368021,0.220977,0.108761,20.8181,7.3747,33.1968,-6.40694,-0.368021,0.220977,0.108761,20.8181,4.34432,31.6052,-5.61246,-1.01017,-0.70845,-1.71235,1.00275,5.72987,33.8004,-4.32023,-0.550278,0.844441,1.84768,1.00275,6.60973,31.3409,-7.54288,-0.296989,0.722474,1.97355,1.00275,7.14836,31.2738,-4.61045,2.09916,0.198651,0.18165,1.00275,5.07771,33.669,-7.34483,2.06646,0.163231,0.157421,1.00275,7.3747,33.1968,-6.40694,-0.368021,0.220977,0.108761,20.8181,0.0898494,0.0899803,7.85097,0.0898494,0.0899736,7.4542,0.0898494,0.0899656,6.97138,0.0898494,0.0908649,60.9267,0.0898494,0.0901766,19.6323,0.0898494,0.0898828,2.00161,4.56728,4.84944,1625.24,4.56728,4.74271,1010.45,4.56728,4.7123,835.29,4.56728,4.72727,921.548,4.56728,5.04092,2728.2,4.56728,4.85348,1648.49,4.56728,4.85408,1651.95,4.56728,4.72401,902.779,4.56728,4.72091,884.904,4.56728,4.96227,2275.15,4.56728,4.76948,1164.68,4.56728,4.97477,2347.13,4.56728,4.94747,2189.87,4.56728,4.67422,615.967,4.56728,4.90031,1918.28,4.56728,4.90984,1973.18,4.56728,4.72091,884.904,4.56728,4.86201,1697.63,4.56728,4.83821,1560.54,4.56728,4.90918,1969.37,4.56728,4.80753,1383.85,4.56728,4.83916,1566.06,4.56728,4.98834,2425.31,4.56728,4.5084,0,4.56728,4.8181,1444.72,3.44999,4.19999,4320,5.40524,4.04671,0,4.50482,3.5799,0,4.50482,4.61514,635.454,5.51981,4.54524,0,3.28218,3.62412,1969.57,34.3187,31.5464,0,34.3187,31.8834,0,34.3187,31.0636,0,0.380337,0.402463,1327.55,0.380337,0.414181,2030.67,0.380337,0.398918,1114.87,
4.7268,7.38358,33.1871,-6.42035,-0.373796,0.219753,0.108095,20.8181,7.38358,33.1871,-6.42035,-0.373796,0.219753,0.108095,20.8181,4.34994,31.6094,-5.61431,-1.01481,-0.709437,-1.71112,1.00275,5.74148,33.7996,-4.32735,-0.55743,0.844896,1.84341,1.00275,6.61272,31.3373,-7.54805,-0.303417,0.722769,1.96846,1.00275,7.15399,31.265,-4.61706,2.09598,0.198271,0.183397,1.00275,5.08738,33.6655,-7.35527,2.06398,0.164271,0.159699,1.00275,7.38358,33.1871,-6.42035,-0.373796,0.219753,0.108095,20.8181,0.0898494,0.0899083,3.53465,0.0898494,0.0899241,4.48403,0.0898494,0.0899342,5.08564,0.0898494,0.0906874,50.2803,0.0898494,0.0901746,19.5117,0.0898494,0.0897346,0,4.56728,4.8479,1616.37,4.56728,4.7425,1009.24,4.56728,4.71292,838.89,4.56728,4.72864,929.458,4.56728,5.04227,2735.93,4.56728,4.85531,1659.04,4.56728,4.8555,1660.13,4.56728,4.72652,917.198,4.56728,4.72251,894.1,4.56728,4.96433,2286.99,4.56728,4.77206,1179.57,4.56728,4.97536,2350.53,4.56728,4.94771,2191.27,4.56728,4.67055,594.857,4.56728,4.9006,1919.93,4.56728,4.91003,1974.24,4.56728,4.72251,894.1,4.56728,4.86407,1709.49,4.56728,4.83741,1555.93,4.56728,4.91064,1977.75,4.56728,4.8074,1383.08,4.56728,4.83863,1562.98,4.56728,4.98971,2433.19,4.56728,4.49624,0,4.56728,4.81873,1448.36,3.44999,4.19999,4320,5.40524,4.04043,0,4.50482,3.57655,0,4.50482,4.61659,643.778,5.51981,4.55281,0,3.28218,3.62167,1955.44,34.3187,31.5421,0,34.3187,31.8852,0,34.3187,31.0486,0,0.380337,0.402696,1341.56,0.380337,0.414101,2025.83,0.380337,0.398842,1110.33,
4.7369,7.39223,33.1778,-6.43275,-0.379267,0.218582,0.10763,20.8181,7.39223,33.1778,-6.43275,-0.379267,0.218582,0.10763,20.8181,4.35583,31.6132,-5.61588,-1.01869,-0.710219,-1.71039,1.00275,5.75283,33.7985,-4.33405,-0.563042,0.845319,1.84037,1.00275,6.61552,31.3339,-7.55284,-0.309516,0.723055,1.96366,1.00275,7.15918,31.257,-4.62345,2.09307,0.198467,0.185082,1.00275,5.09671,33.6624,-7.36465,2.06156,0.164829,0.161864,1.00275,7.39223,33.1778,-6.43275,-0.379267,0.218582,0.10763,20.8181,0.0898494,0.0898861,2.2043,0.0898494,0.0899016,3.13294,0.0898494,0.0899188,4.16278,0.0898494,0.0905179,40.1098,0.0898494,0.0901489,17.9694,0.0898494,0.0899569,6.45113,4.56728,4.84637,1607.58,4.56728,4.74225,1007.81,4.56728,4.71326,840.844,4.56728,4.73013,938.009,4.56728,5.04378,2744.66,4.56728,4.85719,1669.89,4.56728,4.85652,1666.04,4.56728,4.72893,931.117,4.56728,4.72389,902.07,4.56728,4.96616,2297.57,4.56728,4.77423,1192.05,4.56728,4.97596,2354.02,4.56728,4.94795,2192.65,4.56728,4.66718,575.456,4.56728,4.90091,1921.72,4.56728,4.91035,1976.07,4.56728,4.72389,902.07,4.56728,4.86604,1720.84,4.56728,4.83694,1553.27,4.56728,4.91181,1984.52,4.56728,4.80706,1381.15,4.56728,4.83833,1561.24,4.56728,4.99113,2441.39,4.56728,4.48496,0,4.56728,4.81942,1452.31,3.44999,4.19999,4320,5.40524,4.03456,0,4.50482,3.57377,0,4.50482,4.61777,650.561,5.51981,4.55979,0,3.28218,3.61931,1941.83,34.3187,31.5374,0,34.3187,31.8874,0,34.3187,31.0346,0,0.380337,0.402909,1354.34,0.380337,0.414023,2021.18,0.380337,0.398775,1106.31,
4.747,7.40065,33.169,-6.44405,-0.384426,0.21749,0.107357,20.8181,7.40065,33.169,-6.44405,-0.384426,0.21749,0.107357,20.8181,4.36213,31.6169,-5.61722,-1.02204,-0.710835,-1.71004,1.00275,5.76433,33.7971,-4.34049,-0.568881,0.845937,1.83721,1.00275,6.61828,31.331,-7.55721,-0.315155,0.723286,1.9593,1.00275,7.16398,31.2497,-4.62954,2.09033,0.198485,0.186727,1.00275,5.10603,33.6595,-7.37281,2.05921,0.165181,0.163873,1.00275,7.40065,33.169,-6.44405,-0.384426,0.21749,0.107357,20.8181,0.0898494,0.089906,3.39569,0.0898494,0.0899174,4.0821,0.0898494,0.0899343,5.09404,0.0898494,0.0903826,31.9943,0.0898494,0.0901285,16.7444,0.0898494,0.089943,5.61652,4.56728,4.84501,1599.73,4.56728,4.74192,1005.94,4.56728,4.71329,841,4.56728,4.73161,946.539,4.56728,5.04535,2753.66,4.56728,4.85909,1680.84,4.56728,4.85704,1669.03,4.56728,4.73117,944.008,4.56728,4.72512,909.162,4.56728,4.96778,2306.89,4.56728,4.77625,1203.65,4.56728,4.97657,2357.49,4.56728,4.94816,2193.86,4.56728,4.6644,559.433,4.56728,4.90143,1924.73,4.56728,4.91074,1978.36,4.56728,4.72512,909.162,4.56728,4.8677,1730.41,4.56728,4.83648,1550.59,4.56728,4.91267,1989.42,4.56728,4.80668,1378.95,4.56728,4.83837,1561.47,4.56728,4.99265,2450.12,4.56728,4.47467,0,4.56728,4.82005,1455.93,3.44999,4.19999,4320,5.40524,4.02921,0,4.50482,3.57102,0,4.50482,4.61865,655.664,5.51981,4.56634,0,3.28218,3.61719,1929.66,34.3187,31.5324,0,34.3187,31.8896,0,34.3187,31.0214,0,0.380337,0.403108,1366.27,0.380337,0.413956,2017.13,0.380337,0.398735,1103.88,
4.7571,7.40882,33.1605,-6.45416,-0.389276,0.216505,0.10726,20.8181,7.40882,33.1605,-6.45416,-0.389276,0.216505,0.10726,20.8181,4.36881,31.6203,-5.61834,-1.02488,-0.711295,-1.71007,1.00275,5.77603,33.7953,-4.34652,-0.573812,0.846481,1.83475,1.00275,6.62109,31.3287,-7.56115,-0.320282,0.723448,1.95544,1.00275,7.16854,31.2428,-4.63517,2.0878,0.198557,0.188318,1.00275,5.11552,33.6571,-7.37975,2.05687,0.165173,0.165686,1.00275,7.40882,33.1605,-6.45416,-0.389276,0.216505,0.10726,20.8181,0.0898494,0.0899525,6.18747,0.0898494,0.08996,6.63542,0.0898494,0.0899604,6.66212,0.0898494,0.0902967,26.8374,0.0898494,0.0901155,15.9647,0.0898494,0.0899361,5.19985,4.56728,4.84376,1592.54,4.56728,4.74155,1003.81,4.56728,4.71314,840.13,4.56728,4.7331,955.128,4.56728,5.04683,2762.23,4.56728,4.86097,1691.66,4.56728,4.85719,1669.9,4.56728,4.73306,954.922,4.56728,4.72623,915.538,4.56728,4.96922,2315.19,4.56728,4.77821,1214.95,4.56728,4.97721,2361.22,4.56728,4.94833,2194.83,4.56728,4.66234,547.554,4.56728,4.90219,1929.07,4.56728,4.91106,1980.2,4.56728,4.72623,915.538,4.56728,4.86903,1738.06,4.56728,4.83596,1547.6,4.56728,4.91327,1992.88,4.56728,4.80631,1376.8,4.56728,4.83874,1563.63,4.56728,4.99421,2459.11,4.56728,4.46522,0,4.56728,4.82051,1458.63,3.44999,4.19999,4320,5.40524,4.02449,0,4.50482,3.56806,0,4.50482,4.61924,659.058,5.51981,4.57253,0,3.28218,3.61539,1919.27,34.3187,31.527,0,34.3187,31.8916,0,34.3187,31.009,0,0.380337,0.403293,1377.36,0.380337,0.413903,2013.97,0.380337,0.398725,1103.29,
4.7672,7.41676,33.1526,-6.46304,-0.393831,0.215653,0.107323,20.8181,7.41676,33.1526,-6.46304,-0.393831,0.215653,0.107323,20.8181,4.37564,31.6235,-5.61921,-1.02799,-0.711691,-1.70993,1.00275,5.78789,33.7933,-4.35188,-0.579395,0.847193,1.83188,1.00275,6.62395,31.3269,-7.56468,-0.32494,0.723551,1.95204,1.00275,7.17295,31.2363,-4.64017,2.08536,0.198378,0.189784,1.00275,5.12517,33.6549,-7.38554,2.05456,0.165027,0.167289,1.00275,7.41676,33.1526,-6.46304,-0.393831,0.215653,0.107323,20.8181,0.0898494,0.0899982,8.92788,0.0898494,0.0900102,9.64441,0.0898494,0.0899826,7.98857,0.0898494,0.0902967,26.8361,0.0898494,0.0900913,14.5133,0.0898494,0.0899768,7.64432,4.56728,4.84257,1585.67,4.56728,4.74123,1001.94,4.56728,4.71294,839.018,4.56728,4.7346,963.754,4.56728,5.04813,2769.72,4.56728,4.86279,1702.15,4.56728,4.85719,1669.9,4.56728,4.73457,963.604,4.56728,4.72722,921.27,4.56728,4.97045,2322.26,4.56728,4.78006,1225.62,4.56728,4.97784,2364.84,4.56728,4.94845,2195.53,4.56728,4.66106,540.193,4.56728,4.90304,1933.96,4.56728,4.91134,1981.76,4.56728,4.72722,921.27,4.56728,4.86997,1743.5,4.56728,4.83555,1545.24,4.56728,4.91369,1995.3,4.56728,4.80596,1374.82,4.56728,4.8395,1568,4.56728,4.99575,2468,4.56728,4.45633,0,4.56728,4.82086,1460.63,3.44999,4.19999,4320,5.40524,4.02055,0,4.50482,3.56489,0,4.50482,4.61953,660.729,5.51981,4.57835,0,3.28218,3.61388,1910.58,34.3187,31.5214,0,34.3187,31.8937,0,34.3187,30.9972,0,0.380337,0.403486,1388.93,0.380337,0.41387,2011.99,0.380337,0.398739,1104.15,
4.7773,7.42449,33.1453,-6.47065,-0.398112,0.214961,0.107534,20.8181,7.42449,33.1453,-6.47065,-0.398112,0.214961,0.107534,20.8181,4.38241,31.6264,-5.61987,-1.03003,-0.711889,-1.71041,1.00275,5.7997,33.7912,-4.35636,-0.58489,0.847907,1.82918,1.00275,6.62689,31.3256,-7.56781,-0.329961,0.723833,1.94855,1.00275,7.17724,31.23,-4.6445,2.08291,0.198059,0.191043,1.00275,5.13487,33.6531,-7.39037,2.05224,0.164672,0.168645,1.00275,7.42449,33.1453,-6.47065,-0.398112,0.214961,0.107534,20.8181,0.0898494,0.0899534,6.24173,0.0898494,0.0900009,9.08801,0.0898494,0.089951,6.09501,0.0898494,0.0903859,32.1899,0.0898494,0.0900533,12.2318,0.0898494,0.089932,4.95538,4.56728,4.84145,1579.21,4.56728,4.74087,999.86,4.56728,4.71288,838.663,4.56728,4.73612,972.495,4.56728,5.04908,2775.15,4.56728,4.8645,1711.97,4.56728,4.85725,1670.22,4.56728,4.73575,970.386,4.56728,4.72809,926.268,4.56728,4.97151,2328.35,4.56728,4.78165,1234.75,4.56728,4.97835,2367.77,4.56728,4.94862,2196.52,4.56728,4.6604,536.383,4.56728,4.90389,1938.86,4.56728,4.91161,1983.33,4.56728,4.72809,926.268,4.56728,4.87054,1746.77,4.56728,4.83534,1544.01,4.56728,4.91403,1997.28,4.56728,4.80574,1373.53,4.56728,4.8406,1574.34,4.56728,4.99715,2476.05,4.56728,4.44756,0,4.56728,4.82128,1463.02,3.44999,4.19999,4320,5.40524,4.01737,0,4.50482,3.56166,0,4.50482,4.6195,660.556,5.51981,4.5836,0,3.28218,3.61268,1903.65,34.3187,31.5156,0,34.3187,31.8961,0,34.3187,30.9862,0,0.380337,0.40366,1399.42,0.380337,0.413842,2010.32,0.380337,0.398775,1106.32,
