0 0
0 0
0.233269 0
0.0965452 0
1.5187 0
1.5187 0
0.412552 0
0.412552 0
0.552322 0
-0.626321 0
-0.964958 0
-0.817785 0
-0.0601265 0
0.452694 0
0.127688 0
0.0813553 0
1.07161 0
-0.717652 0
0.35465 0
-0.943019 0
-0.339078 0
0.0210535 0
0.901212 0
0.584152 0
3.70351 0
3.70351 0
0.225204 0
1.11682 0
0.207621 0
0.0954836 0
4.05677 0
1.79526 0
3.00324 0
3.00324 0
2.44082 0
2.44082 0
4.24151 0
5.40275 0
7.38944 0
4.7614 0
4.12935 0
4.12935 0
4.7091 0
4.7091 0
4.4776 0
4.4776 0
5.03849 0
4.34313 0.239045
2.84106 0.730408
4.63474 0.407075
2.00043 2.17888
5.84665 0.859842
2.32145 2.05394
4.30597 2.47893
3.10737 1.85427
3.90283 3.13475
4.12509 1.89109
4.15853 2.16825
5.04297 2.05932
5.61596 2.13276
5.89184 2.79885
5.3953 2.68023
8.16327 3.55359
8.16327 3.55359
7.2917 3.67948
7.2917 3.67948
8.77667 4.22994
9.34657 4.18276
9.76576 4.76347
9.76576 4.76347
11.3044 5.35405
9.87129 5.36418
10.8597 6.16594
11.343 6.63743
11.9128 7.25958
11.6461 7.14821
13.456 8.14447
12.3005 8.23895
14.4076 8.18126
15.3054 8.18357
16.3547 8.25107
15.222 8.45179
16.4771 8.78369
16.4771 8.78369
16.8445 9.09144
18.6181 9.02164
17.9247 10.0482
19.2591 9.58262
19.0175 10.2954
19.0175 10.2954
22.0467 11.2385
21.8368 10.5056
25.097 11.4639
23.8504 11.3783
25.6102 11.7501
25.9412 11.4596
26.9108 10.9108
26.9108 10.9108
27.8114 10.6078
27.8114 10.6078
29.5543 10.2658
29.5543 10.2658
31.0716 10.1313
31.0716 10.1313
32.1253 10.6797
32.6713 10.8746
32.4393 11.3382
32.4393 11.3382
31.4192 11.3931
35.9648 10.3531
37.0144 9.83626
35.8192 10.612
38.2978 11.1705
38.2978 11.1705
37.7095 10.6385
40.3323 10.0274
41.5297 10.3138
41.6686 9.52382
42.8767 9.86861
41.2557 10.2394
43.7441 9.53615
43.7286 9.51329
44.7453 9.20099
42.8244 9.56511
46.5792 9.01148
46.6258 8.97931
47.4523 8.7773
47.4523 8.7773
48.6079 9.22654
49.8204 9.21491
47.1319 8.90492
49.52 9.33203
47.6206 8.74344
47.6206 8.74344
48.4267 8.89345
49.1804 8.91226
49.2276 9.22268
50.2908 8.99398
50.3249 9.82908
50.3249 9.82908
51.1608 10.7868
50.7189 10.7107
51.7492 11.1542
52.4019 11.6392
52.7422 11.9806
54.3528 11.3857
55.1723 12.2314
55.0779 12.2208
55.591 12.8142
56.2485 12.5844
55.9871 12.8582
57.6195 12.8193
58.0093 13.1463
59.1064 13.3829
58.9507 13.183
60.2517 13.3502
60.6757 13.5556
62.0367 13.7722
62.011 13.579
62.1411 13.1238
