1.1804,22400,3.0633,481.5
1.2089,22933,42.857,4860
1.2373,23467,42.914,4864.5
1.2658,24000,42.971,4869
1.2943,24533,43.027,4873.5
1.3228,25067,43.084,4878
1.3514,25600,43.141,4882.5
1.3799,26133,43.198,4887
0.11123,2133.3,43.255,4891.5
1.4085,26667,43.312,4896
1.437,27200,43.369,4900.5
1.4656,27733,3.0928,486
1.4942,28267,43.426,4905
1.5228,28800,43.483,4909.5
1.5515,29333,43.541,4914
1.5801,29867,43.598,4918.5
1.6088,30400,43.655,4923
1.6375,30933,43.713,4927.5
1.6662,31467,43.77,4932
0.13908,2666.7,43.827,4936.5
1.6949,32000,43.885,4941
1.7237,32533,43.942,4945.5
1.7524,33067,3.1223,490.5
1.7812,33600,0.27855,45
1.81,34133,44,4950
1.8388,34667,44.058,4954.5
1.8676,35200,44.115,4959
1.8964,35733,44.173,4963.5
1.9253,36267,44.231,4968
1.9541,36800,44.289,4972.5
0.16694,3200,44.346,4977
1.983,37333,44.404,4981.5
2.0119,37867,44.462,4986
2.0408,38400,44.52,4990.5
2.0697,38933,3.1519,495
2.0987,39467,44.578,4995
2.1277,40000,44.636,4999.5
2.1566,40533,44.695,5004
2.1856,41067,44.753,5008.5
2.2147,41600,44.811,5013
2.2437,42133,44.869,5017.5
0.19482,3733.3,44.928,5022
2.2727,42667,44.986,5026.5
2.3018,43200,45.044,5031
2.3309,43733,45.103,5035.5
2.36,44267,3.1814,499.5
2.3891,44800,45.161,5040
2.4182,45333,45.22,5044.5
2.4474,45867,45.278,5049
2.4765,46400,45.337,5053.5
2.5057,46933,45.396,5058
2.5349,47467,45.455,5062.5
0.22272,4266.7,45.513,5067
2.5641,48000,45.572,5071.5
2.5933,48533,45.631,5076
2.6226,49067,45.69,5080.5
2.6518,49600,3.211,504
2.6811,50133,45.749,5085
2.7104,50667,45.808,5089.5
2.7397,51200,45.867,5094
2.7691,51733,45.926,5098.5
2.7984,52267,45.985,5103
2.8278,52800,46.045,5107.5
0.25063,4800,46.104,5112
,,46.163,5116.5
,,46.223,5121
,,46.282,5125.5
,,3.2406,508.5
,,46.341,5130
,,46.401,5134.5
,,46.461,5139
,,46.52,5143.5
,,46.58,5148
,,46.64,5152.5
,,46.699,5157
,,46.759,5161.5
,,46.819,5166
,,46.879,5170.5
,,3.2702,513
,,46.939,5175
,,46.999,5179.5
,,47.059,5184
,,47.119,5188.5
,,47.179,5193
,,47.239,5197.5
,,47.3,5202
,,47.36,5206.5
,,47.42,5211
,,47.481,5215.5
,,3.2999,517.5
,,47.541,5220
,,47.601,5224.5
,,47.662,5229
,,47.723,5233.5
,,47.783,5238
,,47.844,5242.5
,,47.905,5247
,,47.965,5251.5
,,48.026,5256
,,48.087,5260.5
,,3.3295,522
,,48.148,5265
,,48.209,5269.5
,,48.27,5274
,,48.331,5278.5
,,48.392,5283
,,48.454,5287.5
,,48.515,5292
,,48.576,5296.5
,,48.637,5301
,,48.699,5305.5
,,3.3592,526.5
,,48.76,5310
,,48.822,5314.5
,,48.883,5319
,,48.945,5323.5
,,49.007,5328
,,49.068,5332.5
,,49.13,5337
,,49.192,5341.5
,,49.254,5346
,,49.316,5350.5
,,3.3889,531
,,49.378,5355
,,49.44,5359.5
,,49.502,5364
,,49.564,5368.5
,,49.626,5373
,,49.688,5377.5
,,49.75,5382
,,49.813,5386.5
,,49.875,5391
,,49.938,5395.5
,,3.4186,535.5
,,0.30649,49.5
,,3.4483,540
,,3.478,544.5
,,3.5078,549
,,3.5375,553.5
,,3.5673,558
,,3.5971,562.5
,,3.6269,567
,,3.6568,571.5
,,3.6866,576
,,3.7165,580.5
,,0.33445,54
,,3.7464,585
,,3.7763,589.5
,,3.8062,594
,,3.8362,598.5
,,3.8661,603
,,3.8961,607.5
,,3.9261,612
,,3.9561,616.5
,,3.9861,621
,,4.0162,625.5
,,0.36242,58.5
,,4.0462,630
,,4.0763,634.5
,,4.1064,639
,,4.1365,643.5
,,4.1667,648
,,4.1968,652.5
,,4.227,657
,,4.2572,661.5
,,4.2874,666
,,4.3176,670.5
,,0.39041,63
,,4.3478,675
,,4.3781,679.5
,,4.4084,684
,,4.4386,688.5
,,4.4689,693
,,4.4993,697.5
,,4.5296,702
,,4.56,706.5
,,4.5904,711
,,4.6207,715.5
,,0.41841,67.5
,,4.6512,720
,,4.6816,724.5
,,4.712,729
,,4.7425,733.5
,,4.773,738
,,4.8035,742.5
,,4.834,747
,,4.8645,751.5
,,4.8951,756
,,4.9257,760.5
,,0.44643,72
,,4.9563,765
,,4.9869,769.5
,,5.0175,774
,,5.0481,778.5
,,5.0788,783
,,5.1095,787.5
,,5.1402,792
,,5.1709,796.5
,,5.2016,801
,,5.2324,805.5
,,0.47446,76.5
,,5.2632,810
,,5.2939,814.5
,,5.3248,819
,,5.3556,823.5
,,5.3864,828
,,5.4173,832.5
,,5.4482,837
,,5.4791,841.5
,,5.51,846
,,5.5409,850.5
,,0.50251,81
,,5.5718,855
,,5.6028,859.5
,,5.6338,864
,,5.6648,868.5
,,5.6958,873
,,5.7269,877.5
,,5.7579,882
,,5.789,886.5
,,5.8201,891
,,5.8512,895.5
,,0.53058,85.5
,,0.027785,4.5
,,5.8824,900
,,5.9135,904.5
,,5.9447,909
,,5.9759,913.5
,,6.0071,918
,,6.0383,922.5
,,6.0695,927
,,6.1008,931.5
,,6.1321,936
,,6.1634,940.5
,,0.55866,90
,,6.1947,945
,,6.226,949.5
,,6.2574,954
,,6.2888,958.5
,,6.3201,963
,,6.3516,967.5
,,6.383,972
,,6.4144,976.5
,,6.4459,981
,,6.4774,985.5
,,0.58676,94.5
,,6.5089,990
,,6.5404,994.5
,,6.5719,999
,,6.6035,1003.5
,,6.6351,1008
,,6.6667,1012.5
,,6.6983,1017
,,6.7299,1021.5
,,6.7616,1026
,,6.7932,1030.5
,,0.61487,99
,,6.8249,1035
,,6.8566,1039.5
,,6.8884,1044
,,6.9201,1048.5
,,6.9519,1053
,,6.9837,1057.5
,,7.0155,1062
,,7.0473,1066.5
,,7.0791,1071
,,7.111,1075.5
,,0.643,103.5
,,7.1429,1080
,,7.1748,1084.5
,,7.2067,1089
,,7.2386,1093.5
,,7.2706,1098
,,7.3025,1102.5
,,7.3345,1107
,,7.3665,1111.5
,,7.3986,1116
,,7.4306,1120.5
,,0.67114,108
,,7.4627,1125
,,7.4948,1129.5
,,7.5269,1134
,,7.559,1138.5
,,7.5912,1143
,,7.6233,1147.5
,,7.6555,1152
,,7.6877,1156.5
,,7.7199,1161
,,7.7522,1165.5
,,0.6993,112.5
,,7.7844,1170
,,7.8167,1174.5
,,7.849,1179
,,7.8813,1183.5
,,7.9137,1188
,,7.946,1192.5
,,7.9784,1197
,,8.0108,1201.5
,,8.0432,1206
,,8.0757,1210.5
,,0.72748,117
,,8.1081,1215
,,8.1406,1219.5
,,8.1731,1224
,,8.2056,1228.5
,,8.2381,1233
,,8.2707,1237.5
,,8.3032,1242
,,8.3358,1246.5
,,8.3685,1251
,,8.4011,1255.5
,,0.75567,121.5
,,8.4337,1260
,,8.4664,1264.5
,,8.4991,1269
,,8.5318,1273.5
,,8.5645,1278
,,8.5973,1282.5
,,8.6301,1287
,,8.6628,1291.5
,,8.6957,1296
,,8.7285,1300.5
,,0.78387,126
,,8.7613,1305
,,8.7942,1309.5
,,8.8271,1314
,,8.86,1318.5
,,8.8929,1323
,,8.9259,1327.5
,,8.9588,1332
,,8.9918,1336.5
,,9.0248,1341
,,9.0579,1345.5
,,0.8121,130.5
,,0.055586,9
,,9.0909,1350
,,9.124,1354.5
,,9.1571,1359
,,9.1902,1363.5
,,9.2233,1368
,,9.2564,1372.5
,,9.2896,1377
,,9.3228,1381.5
,,9.356,1386
,,9.3892,1390.5
,,0.84034,135
,,9.4225,1395
,,9.4558,1399.5
,,9.4891,1404
,,9.5224,1408.5
,,9.5557,1413
,,9.589,1417.5
,,9.6224,1422
,,9.6558,1426.5
,,9.6892,1431
,,9.7226,1435.5
,,0.86859,139.5
,,9.7561,1440
,,9.7896,1444.5
,,9.8231,1449
,,9.8566,1453.5
,,9.8901,1458
,,9.9237,1462.5
,,9.9572,1467
,,9.9908,1471.5
,,10.024,1476
,,10.058,1480.5
,,0.89686,144
,,10.092,1485
,,10.125,1489.5
,,10.159,1494
,,10.193,1498.5
,,10.227,1503
,,10.26,1507.5
,,10.294,1512
,,10.328,1516.5
,,10.362,1521
,,10.396,1525.5
,,0.92515,148.5
,,10.429,1530
,,10.463,1534.5
,,10.497,1539
,,10.531,1543.5
,,10.565,1548
,,10.599,1552.5
,,10.633,1557
,,10.667,1561.5
,,10.701,1566
,,10.735,1570.5
,,0.95345,153
,,10.769,1575
,,10.803,1579.5
,,10.837,1584
,,10.872,1588.5
,,10.906,1593
,,10.94,1597.5
,,10.974,1602
,,11.008,1606.5
,,11.043,1611
,,11.077,1615.5
,,0.98177,157.5
,,11.111,1620
,,11.145,1624.5
,,11.18,1629
,,11.214,1633.5
,,11.248,1638
,,11.283,1642.5
,,11.317,1647
,,11.352,1651.5
,,11.386,1656
,,11.421,1660.5
,,1.0101,162
,,11.455,1665
,,11.49,1669.5
,,11.524,1674
,,11.559,1678.5
,,11.593,1683
,,11.628,1687.5
,,11.663,1692
,,11.697,1696.5
,,11.732,1701
,,11.767,1705.5
,,1.0385,166.5
,,11.801,1710
,,11.836,1714.5
,,11.871,1719
,,11.906,1723.5
,,11.94,1728
,,11.975,1732.5
,,12.01,1737
,,12.045,1741.5
,,12.08,1746
,,12.115,1750.5
,,1.0668,171
,,12.15,1755
,,12.184,1759.5
,,12.219,1764
,,12.254,1768.5
,,12.289,1773
,,12.324,1777.5
,,12.36,1782
,,12.395,1786.5
,,12.43,1791
,,12.465,1795.5
,,1.0952,175.5
,,0.083403,13.5
,,12.5,1800
,,12.535,1804.5
,,12.57,1809
,,12.606,1813.5
,,12.641,1818
,,12.676,1822.5
,,12.711,1827
,,12.747,1831.5
,,12.782,1836
,,12.817,1840.5
,,1.1236,180
,,12.853,1845
,,12.888,1849.5
,,12.923,1854
,,12.959,1858.5
,,12.994,1863
,,13.03,1867.5
,,13.065,1872
,,13.101,1876.5
,,13.136,1881
,,13.172,1885.5
,,1.152,184.5
,,13.208,1890
,,13.243,1894.5
,,13.279,1899
,,13.314,1903.5
,,13.35,1908
,,13.386,1912.5
,,13.422,1917
,,13.457,1921.5
,,13.493,1926
,,13.529,1930.5
,,1.1804,189
,,13.565,1935
,,13.601,1939.5
,,13.636,1944
,,13.672,1948.5
,,13.708,1953
,,13.744,1957.5
,,13.78,1962
,,13.816,1966.5
,,13.852,1971
,,13.888,1975.5
,,1.2089,193.5
,,13.924,1980
,,13.96,1984.5
,,13.996,1989
,,14.032,1993.5
,,14.068,1998
,,14.105,2002.5
,,14.141,2007
,,14.177,2011.5
,,14.213,2016
,,14.249,2020.5
,,1.2373,198
,,14.286,2025
,,14.322,2029.5
,,14.358,2034
,,14.395,2038.5
,,14.431,2043
,,14.467,2047.5
,,14.504,2052
,,14.54,2056.5
,,14.577,2061
,,14.613,2065.5
,,1.2658,202.5
,,14.65,2070
,,14.686,2074.5
,,14.723,2079
,,14.759,2083.5
,,14.796,2088
,,14.833,2092.5
,,14.869,2097
,,14.906,2101.5
,,14.943,2106
,,14.979,2110.5
,,1.2943,207
,,15.016,2115
,,15.053,2119.5
,,15.09,2124
,,15.126,2128.5
,,15.163,2133
,,15.2,2137.5
,,15.237,2142
,,15.274,2146.5
,,15.311,2151
,,15.348,2155.5
,,1.3228,211.5
,,15.385,2160
,,15.422,2164.5
,,15.459,2169
,,15.496,2173.5
,,15.533,2178
,,15.57,2182.5
,,15.607,2187
,,15.644,2191.5
,,15.681,2196
,,15.718,2200.5
,,1.3514,216
,,15.756,2205
,,15.793,2209.5
,,15.83,2214
,,15.867,2218.5
,,15.905,2223
,,15.942,2227.5
,,15.979,2232
,,16.017,2236.5
,,16.054,2241
,,16.092,2245.5
,,1.3799,220.5
,,0.11123,18
,,16.129,2250
,,16.167,2254.5
,,16.204,2259
,,16.242,2263.5
,,16.279,2268
,,16.317,2272.5
,,16.354,2277
,,16.392,2281.5
,,16.429,2286
,,16.467,2290.5
,,1.4085,225
,,16.505,2295
,,16.543,2299.5
,,16.58,2304
,,16.618,2308.5
,,16.656,2313
,,16.694,2317.5
,,16.732,2322
,,16.769,2326.5
,,16.807,2331
,,16.845,2335.5
,,1.437,229.5
,,16.883,2340
,,16.921,2344.5
,,16.959,2349
,,16.997,2353.5
,,17.035,2358
,,17.073,2362.5
,,17.111,2367
,,17.149,2371.5
,,17.188,2376
,,17.226,2380.5
,,1.4656,234
,,17.264,2385
,,17.302,2389.5
,,17.34,2394
,,17.379,2398.5
,,17.417,2403
,,17.455,2407.5
,,17.493,2412
,,17.532,2416.5
,,17.57,2421
,,17.609,2425.5
,,1.4942,238.5
,,17.647,2430
,,17.686,2434.5
,,17.724,2439
,,17.763,2443.5
,,17.801,2448
,,17.84,2452.5
,,17.878,2457
,,17.917,2461.5
,,17.955,2466
,,17.994,2470.5
,,1.5228,243
,,18.033,2475
,,18.071,2479.5
,,18.11,2484
,,18.149,2488.5
,,18.188,2493
,,18.227,2497.5
,,18.265,2502
,,18.304,2506.5
,,18.343,2511
,,18.382,2515.5
,,1.5515,247.5
,,18.421,2520
,,18.46,2524.5
,,18.499,2529
,,18.538,2533.5
,,18.577,2538
,,18.616,2542.5
,,18.655,2547
,,18.694,2551.5
,,18.734,2556
,,18.773,2560.5
,,1.5801,252
,,18.812,2565
,,18.851,2569.5
,,18.89,2574
,,18.93,2578.5
,,18.969,2583
,,19.008,2587.5
,,19.048,2592
,,19.087,2596.5
,,19.126,2601
,,19.166,2605.5
,,1.6088,256.5
,,19.205,2610
,,19.245,2614.5
,,19.284,2619
,,19.324,2623.5
,,19.363,2628
,,19.403,2632.5
,,19.443,2637
,,19.482,2641.5
,,19.522,2646
,,19.562,2650.5
,,1.6375,261
,,19.601,2655
,,19.641,2659.5
,,19.681,2664
,,19.721,2668.5
,,19.76,2673
,,19.8,2677.5
,,19.84,2682
,,19.88,2686.5
,,19.92,2691
,,19.96,2695.5
,,1.6662,265.5
,,0.13908,22.5
,,20,2700
,,20.04,2704.5
,,20.08,2709
,,20.12,2713.5
,,20.16,2718
,,20.2,2722.5
,,20.24,2727
,,20.281,2731.5
,,20.321,2736
,,20.361,2740.5
,,1.6949,270
,,20.401,2745
,,20.442,2749.5
,,20.482,2754
,,20.522,2758.5
,,20.563,2763
,,20.603,2767.5
,,20.643,2772
,,20.684,2776.5
,,20.724,2781
,,20.765,2785.5
,,1.7237,274.5
,,20.805,2790
,,20.846,2794.5
,,20.887,2799
,,20.927,2803.5
,,20.968,2808
,,21.008,2812.5
,,21.049,2817
,,21.09,2821.5
,,21.131,2826
,,21.171,2830.5
,,1.7524,279
,,21.212,2835
,,21.253,2839.5
,,21.294,2844
,,21.335,2848.5
,,21.376,2853
,,21.417,2857.5
,,21.457,2862
,,21.498,2866.5
,,21.54,2871
,,21.581,2875.5
,,1.7812,283.5
,,21.622,2880
,,21.663,2884.5
,,21.704,2889
,,21.745,2893.5
,,21.786,2898
,,21.827,2902.5
,,21.869,2907
,,21.91,2911.5
,,21.951,2916
,,21.993,2920.5
,,1.81,288
,,22.034,2925
,,22.075,2929.5
,,22.117,2934
,,22.158,2938.5
,,22.2,2943
,,22.241,2947.5
,,22.283,2952
,,22.324,2956.5
,,22.366,2961
,,22.407,2965.5
,,1.8388,292.5
,,22.449,2970
,,22.491,2974.5
,,22.532,2979
,,22.574,2983.5
,,22.616,2988
,,22.658,2992.5
,,22.699,2997
,,22.741,3001.5
,,22.783,3006
,,22.825,3010.5
,,1.8676,297
,,22.867,3015
,,22.909,3019.5
,,22.951,3024
,,22.993,3028.5
,,23.035,3033
,,23.077,3037.5
,,23.119,3042
,,23.161,3046.5
,,23.203,3051
,,23.245,3055.5
,,1.8964,301.5
,,23.288,3060
,,23.33,3064.5
,,23.372,3069
,,23.414,3073.5
,,23.457,3078
,,23.499,3082.5
,,23.542,3087
,,23.584,3091.5
,,23.626,3096
,,23.669,3100.5
,,1.9253,306
,,23.711,3105
,,23.754,3109.5
,,23.796,3114
,,23.839,3118.5
,,23.882,3123
,,23.924,3127.5
,,23.967,3132
,,24.01,3136.5
,,24.052,3141
,,24.095,3145.5
,,1.9541,310.5
,,0.16694,27
,,24.138,3150
,,24.181,3154.5
,,24.224,3159
,,24.266,3163.5
,,24.309,3168
,,24.352,3172.5
,,24.395,3177
,,24.438,3181.5
,,24.481,3186
,,24.524,3190.5
,,1.983,315
,,24.567,3195
,,24.611,3199.5
,,24.654,3204
,,24.697,3208.5
,,24.74,3213
,,24.783,3217.5
,,24.827,3222
,,24.87,3226.5
,,24.913,3231
,,24.957,3235.5
,,2.0119,319.5
,,25,3240
,,25.043,3244.5
,,25.087,3249
,,25.13,3253.5
,,25.174,3258
,,25.217,3262.5
,,25.261,3267
,,25.305,3271.5
,,25.348,3276
,,25.392,3280.5
,,2.0408,324
,,25.436,3285
,,25.479,3289.5
,,25.523,3294
,,25.567,3298.5
,,25.611,3303
,,25.654,3307.5
,,25.698,3312
,,25.742,3316.5
,,25.786,3321
,,25.83,3325.5
,,2.0697,328.5
,,25.874,3330
,,25.918,3334.5
,,25.962,3339
,,26.006,3343.5
,,26.05,3348
,,26.095,3352.5
,,26.139,3357
,,26.183,3361.5
,,26.227,3366
,,26.271,3370.5
,,2.0987,333
,,26.316,3375
,,26.36,3379.5
,,26.404,3384
,,26.449,3388.5
,,26.493,3393
,,26.538,3397.5
,,26.582,3402
,,26.627,3406.5
,,26.671,3411
,,26.716,3415.5
,,2.1277,337.5
,,26.761,3420
,,26.805,3424.5
,,26.85,3429
,,26.895,3433.5
,,26.939,3438
,,26.984,3442.5
,,27.029,3447
,,27.074,3451.5
,,27.119,3456
,,27.164,3460.5
,,2.1566,342
,,27.208,3465
,,27.253,3469.5
,,27.298,3474
,,27.343,3478.5
,,27.389,3483
,,27.434,3487.5
,,27.479,3492
,,27.524,3496.5
,,27.569,3501
,,27.614,3505.5
,,2.1856,346.5
,,27.66,3510
,,27.705,3514.5
,,27.75,3519
,,27.796,3523.5
,,27.841,3528
,,27.886,3532.5
,,27.932,3537
,,27.977,3541.5
,,28.023,3546
,,28.068,3550.5
,,2.2147,351
,,28.114,3555
,,28.159,3559.5
,,28.205,3564
,,28.251,3568.5
,,28.297,3573
,,28.342,3577.5
,,28.388,3582
,,28.434,3586.5
,,28.48,3591
,,28.526,3595.5
,,2.2437,355.5
,,0.19482,31.5
,,28.571,3600
,,28.617,3604.5
,,28.663,3609
,,28.709,3613.5
,,28.755,3618
,,28.801,3622.5
,,28.848,3627
,,28.894,3631.5
,,28.94,3636
,,28.986,3640.5
,,2.2727,360
,,29.032,3645
,,29.079,3649.5
,,29.125,3654
,,29.171,3658.5
,,29.218,3663
,,29.264,3667.5
,,29.31,3672
,,29.357,3676.5
,,29.403,3681
,,29.45,3685.5
,,2.3018,364.5
,,29.496,3690
,,29.543,3694.5
,,29.59,3699
,,29.636,3703.5
,,29.683,3708
,,29.73,3712.5
,,29.776,3717
,,29.823,3721.5
,,29.87,3726
,,29.917,3730.5
,,2.3309,369
,,29.964,3735
,,30.011,3739.5
,,30.058,3744
,,30.105,3748.5
,,30.152,3753
,,30.199,3757.5
,,30.246,3762
,,30.293,3766.5
,,30.34,3771
,,30.388,3775.5
,,2.36,373.5
,,30.435,3780
,,30.482,3784.5
,,30.529,3789
,,30.577,3793.5
,,30.624,3798
,,30.672,3802.5
,,30.719,3807
,,30.766,3811.5
,,30.814,3816
,,30.862,3820.5
,,2.3891,378
,,30.909,3825
,,30.957,3829.5
,,31.004,3834
,,31.052,3838.5
,,31.1,3843
,,31.148,3847.5
,,31.195,3852
,,31.243,3856.5
,,31.291,3861
,,31.339,3865.5
,,2.4182,382.5
,,31.387,3870
,,31.435,3874.5
,,31.483,3879
,,31.531,3883.5
,,31.579,3888
,,31.627,3892.5
,,31.675,3897
,,31.723,3901.5
,,31.772,3906
,,31.82,3910.5
,,2.4474,387
,,31.868,3915
,,31.916,3919.5
,,31.965,3924
,,32.013,3928.5
,,32.062,3933
,,32.11,3937.5
,,32.159,3942
,,32.207,3946.5
,,32.256,3951
,,32.304,3955.5
,,2.4765,391.5
,,32.353,3960
,,32.402,3964.5
,,32.45,3969
,,32.499,3973.5
,,32.548,3978
,,32.597,3982.5
,,32.646,3987
,,32.694,3991.5
,,32.743,3996
,,32.792,4000.5
,,2.5057,396
,,32.841,4005
,,32.89,4009.5
,,32.939,4014
,,32.989,4018.5
,,33.038,4023
,,33.087,4027.5
,,33.136,4032
,,33.185,4036.5
,,33.235,4041
,,33.284,4045.5
,,2.5349,400.5
,,0.22272,36
,,33.333,4050
,,33.383,4054.5
,,33.432,4059
,,33.482,4063.5
,,33.531,4068
,,33.581,4072.5
,,33.63,4077
,,33.68,4081.5
,,33.73,4086
,,33.779,4090.5
,,2.5641,405
,,33.829,4095
,,33.879,4099.5
,,33.929,4104
,,33.978,4108.5
,,34.028,4113
,,34.078,4117.5
,,34.128,4122
,,34.178,4126.5
,,34.228,4131
,,34.278,4135.5
,,2.5933,409.5
,,34.328,4140
,,34.378,4144.5
,,34.429,4149
,,34.479,4153.5
,,34.529,4158
,,34.579,4162.5
,,34.63,4167
,,34.68,4171.5
,,34.731,4176
,,34.781,4180.5
,,2.6226,414
,,34.831,4185
,,34.882,4189.5
,,34.933,4194
,,34.983,4198.5
,,35.034,4203
,,35.084,4207.5
,,35.135,4212
,,35.186,4216.5
,,35.237,4221
,,35.287,4225.5
,,2.6518,418.5
,,35.338,4230
,,35.389,4234.5
,,35.44,4239
,,35.491,4243.5
,,35.542,4248
,,35.593,4252.5
,,35.644,4257
,,35.695,4261.5
,,35.747,4266
,,35.798,4270.5
,,2.6811,423
,,35.849,4275
,,35.9,4279.5
,,35.952,4284
,,36.003,4288.5
,,36.054,4293
,,36.106,4297.5
,,36.157,4302
,,36.209,4306.5
,,36.26,4311
,,36.312,4315.5
,,2.7104,427.5
,,36.364,4320
,,36.415,4324.5
,,36.467,4329
,,36.519,4333.5
,,36.571,4338
,,36.622,4342.5
,,36.674,4347
,,36.726,4351.5
,,36.778,4356
,,36.83,4360.5
,,2.7397,432
,,36.882,4365
,,36.934,4369.5
,,36.986,4374
,,37.038,4378.5
,,37.091,4383
,,37.143,4387.5
,,37.195,4392
,,37.247,4396.5
,,37.3,4401
,,37.352,4405.5
,,2.7691,436.5
,,37.405,4410
,,37.457,4414.5
,,37.51,4419
,,37.562,4423.5
,,37.615,4428
,,37.667,4432.5
,,37.72,4437
,,37.773,4441.5
,,37.825,4446
,,37.878,4450.5
,,2.7984,441
,,37.931,4455
,,37.984,4459.5
,,38.037,4464
,,38.09,4468.5
,,38.143,4473
,,38.196,4477.5
,,38.249,4482
,,38.302,4486.5
,,38.355,4491
,,38.408,4495.5
,,2.8278,445.5
,,0.25063,40.5
