0,0
0.469109,0.19413
-0.117534,0.346326
0.33569,0.196154
1.24324,0.259256
-0.0117094,0.618768
0.61602,0.23952
1.60689,0.633353
2.25061,0.985419
1.33029,0.575992
1.94947,0.664679
0.81886,1.09643
2.74217,1.24131
3.14944,1.21252
2.19751,1.35073
3.43338,1.69234
3.40238,1.47411
5.03555,2.08827
3.84701,2.11844
2.78513,1.99774
4.24447,2.20895
3.21647,2.35076
1.6907,2.27242
4.61015,2.7688
3.15427,2.68177
4.45999,2.84939
3.2212,3.04704
6.4784,2.92291
4.82206,3.4698
5.10023,3.40559
6.01282,4.10608
5.53953,4.34058
7.03934,4.5433
4.55875,2.53581
6.01108,4.94217
5.59802,2.83828
5.80612,4.45752
7.84083,4.40383
6.54674,4.65317
7.37625,5.16042
7.47296,4.33103
7.71681,5.39517
8.23867,5.4176
9.43158,6.21372
7.18828,5.89564
8.04697,5.94128
8.24382,6.17868
9.34345,4.92192
9.09961,5.11008
10.2193,6.26951
8.43746,7.53707
9.41161,7.09598
8.78898,6.02186
10.2756,7.3284
10.5615,6.34797
9.01408,8.47731
10.275,8.48584
10.798,8.13801
10.6259,7.90412
9.54346,8.06779
11.5819,8.67183
11.14,8.16673
10.6831,7.45837
9.51569,8.75573
13.0216,8.67453
12.3352,7.84932
14.2637,8.9004
13.0478,9.0416
13.1694,9.54833
13.1146,8.37602
13.0453,9.62844
14.0978,10.4629
13.7375,8.739
12.2097,9.72527
11.6549,9.02855
13.5529,9.10093
13.2562,10.2817
13.0919,10.2149
12.3293,9.98151
11.6956,9.59423
14.3462,9.73041
13.0446,9.8539
15.834,10.68
15.3099,10.8234
14.7985,10.1776
14.9694,10.3213
15.1417,10.3942
14.6984,10.5135
14.6311,10.6165
16.9324,10.6966
14.681,11.5534
16.3935,10.8898
16.4851,11.0288
15.78,11.1067
16.9118,11.2299
16.466,12.2505
16.8174,12.1128
17.5646,12.1115
15.1653,11.6274
18.6894,12.3931
17.8413,11.7207
18.7762,11.9442
19.33,11.9992
19.1418,12.6888
17.9428,12.9855
19.4151,12.2792
20.1354,13.1476
19.0393,12.4509
19.832,13.2206
19.9658,13.3523
19.8694,12.7882
20.4461,13.3531
20.1002,13.4598
20.6008,13.0733
24.4216,14.1031
20.9284,13.2071
22.5096,13.2889
21.2438,13.3366
22.5297,13.7291
21.1672,13.4926
22.3688,13.542
23.1148,13.6141
23.0392,14.0659
21.7358,14.2728
23.0448,13.8176
24.2524,13.8782
22.2311,13.9536
23.3017,14.4081
23.1812,14.928
24.788,14.6574
23.906,14.2173
25.2031,15.0452
23.1591,14.356
25.8179,14.3876
25.0258,14.4886
25.7607,14.7747
27.5153,15.0418
25.6113,15.1475
26.5658,15.1881
26.0007,14.7391
25.7381,14.8417
26.8667,15.7519
26.6718,15.4658
27.3201,14.9837
28.4882,15.4056
28.0476,15.4381
27.563,15.5138
28.4668,15.5373
31.0057,15.5453
26.6687,15.8212
28.866,15.3383
28.269,15.2942
29.5593,15.602
29.4502,15.8877
29.7668,15.7818
28.8188,15.8347
28.7547,15.5186
30.5043,16.2645
31.3089,15.9308
29.7617,16.1194
28.7698,15.9283
29.7361,15.758
30.6354,15.9338
30.6786,15.8281
31.4921,15.8693
32.3125,16.0252
31.941,15.9645
30.1416,16.145
31.1289,16.2964
32.6943,16.0384
32.2106,16.3462
32.4043,16.1708
31.7035,16.2825
32.4369,16.2375
31.8763,16.4845
32.549,16.1577
32.7727,16.1959
34.359,16.5098
33.0884,16.2448
34.385,16.2234
33.6476,16.2604
34.3361,16.4083
34.7884,16.5719
33.1545,16.3947
34.18,16.4305
36.0128,16.4469
35.8558,16.4147
34.4928,16.4595
35.0148,16.7569
34.7449,16.5166
33.49,16.4787
35.8188,16.5514
36.798,16.4997
36.8322,16.5245
36.7505,16.5194
45.2,16.4941
34.8008,16.4884
35.2476,16.5404
37.7482,16.6557
36.9798,16.6871
38.2744,16.5745
37.7725,16.5426
42.7419,15.3364
38.5233,16.5848
45.8093,15.8352
39.5791,16.5633
40.4182,16.7765
41.5017,16.557
39.7272,16.5516
38.6765,16.8119
40.6136,16.5546
41.7304,16.6838
39.8962,16.5749
