0,0
0.27037,0.517968
0.75584,0.0543332
2.7689401,0.0260918
1.07488,0.59301
0.4829,0.249236
1.04457,1.73255
0.00508,2.68145
1.41565,0.0446609
1.5603,0.30213
2.519479,0.569242
0.90487,0.0618859
0.77612,0.326228
1.42494,0.654534
4.41179,1.99402
3.526792,2.03679
1.52375,6.42943
1.47363,2.00934
1.37572,7.40928
1.985587,2.80612
3.400153,3.02748
2.912438,3.39881
2.423363,6.85773
4.20617,4.09492
3.093784,4.43578
3.70181,4.80801
2.835393,8.79339
3.6897,5.48347
3.436584,10.0801
3.391904,6.24741
3.444507,6.62987
4.11048,6.90801
3.613913,7.34949
2.194846,7.71204
2.5052,8.11318
5.53374,11.2698
4.28839,12.6664
4.3245,11.9784
4.92789,9.51343
5.16431,9.84218
3.73152,10.3442
4.60892,10.7013
4.24501,11.0561
4.52128,14.0935
5.24561,15.3103
5.65192,15.5349
5.19875,15.0007
4.30522,12.7243
5.49708,15.3339
4.78036,15.9367
6.15195,16.0606
6.14265,18.6982
7.57023,17.226
6.84982,17.3112
5.18576,18.0045
6.00294,19.2256
6.03424,18.3634
5.92657,16.3085
8.26861,18.9567
8.16258,19.1246
5.15944,18.9909
7.97384,19.8991
7.2951,20.5487
8.43419,18.2728
8.72201,21.1267
6.20495,18.8887
6.51434,20.901
6.44164,19.5313
8.37567,21.3551
7.34325,22.028
6.59728,22.97
7.22969,20.95
9.11288,21.2665
8.58149,23.5424
8.15266,24.8372
9.31902,23.4599
8.22589,24.057
7.73392,24.5168
8.43911,26.4059
8.91493,25.5965
9.57071,26.4943
9.06148,26.1505
9.82591,24.4854
10.209,24.8299
9.80767,27.0673
9.54862,26.2593
11.63919,26.4602
9.02063,25.9647
9.43733,27.2009
10.04389,30.2427
11.4843,28.7295
11.36758,29.2135
10.26991,28.6802
10.60502,27.8772
11.2799,29.9399
10.32312,29.2396
11.60372,30.0744
12.7766,31.0359
10.14355,29.4125
11.66693,30.7652
11.71922,30.0251
13.6199,32.3638
11.23446,30.6894
11.92743,30.7904
11.18482,31.956
9.87207,31.555
13.2999,32.503
12.06644,32.1011
12.9261,32.4228
13.1662,32.7017
12.60174,32.9925
11.94919,33.2316
13.1686,35.648
13.0392,33.4777
13.8381,34.0393
12.827,34.1306
14.4991,34.7204
11.96875,36.1653
13.0496,35.965
12.994,35.6515
13.011,35.966
11.00247,36.1618
15.3007,36.297
13.2097,36.7449
14.8559,36.955
15.4735,37.2698
13.5466,38.0345
13.2408,37.6833
13.8822,38.9527
14.8848,38.3988
16.005,39.3416
13.1592,38.9101
15.4746,39.1465
14.7333,39.4266
17.3474,40.2552
15.1007,41.2341
16.1707,40.2202
16.2299,40.6229
14.8669,40.7405
16.1861,40.9549
15.869,41.412
17.7069,43.6014
16.0014,41.8015
16.5093,42.0974
15.9761,42.3483
15.5523,44.366
15.3949,43.5841
18.7807,44.7454
15.0604,43.1553
17.5177,43.5518
16.6527,43.8236
16.8866,44.1365
18.0806,45.3041
18.2448,44.5805
17.8334,44.968
18.5631,46.7526
17.9945,45.2895
17.571,45.5519
17.2771,46.7855
16.7512,47.7385
17.328,46.3829
18.4432,48.7903
18.0357,47.9344
19.0922,48.6854
19.5438,47.3517
17.9762,47.5273
21.4353,49.4871
19.446,48.0332
19.1107,48.0442
20.1598,50.0731
20.1475,48.6891
21.4241,50.0349
18.601,50.736
21.6392,49.3953
20.7897,49.7213
19.0323,51.0942
22.7118,50.1434
20.5072,50.471
20.1719,51.9193
21.0605,52.1172
20.9833,52.1694
19.2888,51.1881
22.0972,52.4802
20.0923,53.0259
23.1545,51.9818
20.3472,52.2511
21.2748,52.4999
20.9731,52.5735
22.2548,54.8302
22.8022,53.2493
22.9453,53.2879
23.9479,53.6521
21.901,54.8589
21.0246,55.541
24.4948,55.5724
23.192,54.5169
23.5502,55.9145
23.7581,54.8482
23.341,55.1268
22.5871,55.1903
23.612,55.6638
25.5746,57.2932
24.8707,56.1089
24.0575,57.2625
22.8808,58.1372
24.7666,56.6942
24.4113,56.6716
23.9527,57.1136
23.7433,58.7085
25.7183,57.3986
26.1441,58.8775
26.773,59.4853
25.2018,59.5477
26.7457,58.2589
26.6509,59.4284
25.3993,58.8219
26.6007,60.2781
24.7274,59.4078
27.4273,60.3491
24.9145,60.8753
25.8124,59.721
28.0443,59.8326
25.4873,60.2502
27.7827,60.1096
27.2692,62.0148
26.9473,60.4519
25.5948,61.1215
27.7084,62.8481
27.947,62.4095
26.0222,62.756
28.0494,61.6599
28.6304,62.1948
28.0482,62.0422
28.1925,63.8427
28.5012,62.6237
28.6836,63.5861
29.1776,63.0557
29.5085,64.076
29.251,63.6419
28.7627,65.2216
28.1153,63.5943
29.8625,63.9924
31.0801,65.4956
27.3203,64.4709
29.2548,64.0998
30.2749,64.6094
27.7102,66.0119
28.97,65.5156
30.5152,64.8439
31.3921,65.6537
31.4167,65.6421
30.4629,65.6367
29.6992,66.7452
29.2803,65.7228
31.0255,66.5215
31.0158,67.7047
31.5047,66.7665
30.9256,66.826
32.3775,66.7366
31.6623,67.2973
33.7891,69.2538
30.3678,67.7073
32.9958,67.939
30.4397,68.2619
32.3729,68.4228
32.1331,69.3201
33.294,68.4062
33.8459,69.1129
33.1247,69.5598
30.5171,68.9124
32.3176,70.2468
34.1717,69.2891
34.632,69.6664
33.9771,70.7651
32.6221,70.1283
35.5921,70.2606
32.7505,70.8955
32.9777,70.548
33.7517,69.8225
35.0795,71.4034
36.2877,72.4307
34.8389,71.7221
35.1658,71.2474
34.2565,71.4773
35.5821,71.4037
34.4905,71.8108
34.8775,71.7003
37.2436,72.0173
36.0751,72.2668
34.2073,72.601
36.6255,73.4226
36.8924,72.5823
36.6617,75.1064
38.6798,73.6178
36.2758,73.1899
37.8879,73.548
36.1715,73.9291
37.9159,73.6572
35.8,73.9556
35.9524,74.4387
